id,brands,car_model,types,desc,problems_cate,datetime,status,typical_problems
511918,东风日产,骐达TIIDA,2021款 1.6L CVT 智行版,东风日产骐达新车电瓶亏电要求更换,"H146,",2020-08-21,用户评分,"电瓶故障,"
511915,广汽乘用车,传祺GS3,2017款 150N 自动 精英版,广汽传祺GS3起步以及倒车时刹车异响,"E43,",2020-08-21,处理反馈,"异响,"
511909,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度冷启动发动机异响要求解决,"A9,",2020-08-21,处理反馈,"异响,"
511906,上汽斯柯达,明锐,2016款 1.6L 自动 创行版,斯柯达明锐变速箱报警要求厂家给予处理,"B96,B184,",2020-08-21,信息审核,"故障灯亮,挡把总成故障,"
511903,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控屏幕脱胶严重,"H134,",2020-08-21,用户评分,"影音系统故障,"
511901,一汽-大众奥迪,奥迪Q5L,2020款 40 TFSI 荣享时尚型,一汽大众奥迪Q5L后座椅下部网关进水,"H109,I294,",2020-08-21,信息审核,"车身漏水,厂家不回复,"
511899,上汽大众,朗逸,2019款 280TSI DSG 豪华版 国VI,上汽大众朗逸发动机报警自动启停故障,"A34,H263,",2020-08-21,信息审核,"故障灯亮,发动机启停系统故障,"
511898,一汽丰田,亚洲龙,2019款 2.0L XLE 尊享版 国VI,一汽丰田亚洲龙4S店不退还保险金,"K307,",2020-08-21,信息审核,"变相收费,"
511896,上汽大众,朗逸,2019款 1.5L 自动 风尚版 国VI,上汽大众朗逸风挡玻璃水波纹影像驾驶,"H113,",2020-08-21,信息审核,"玻璃开裂,"
511894,广汽本田,飞度,2020款 1.5L CVT 舒适版,广汽本田飞度底盘转向球头 刹车盘生锈,"H79,",2020-08-21,处理反馈,"车身生锈,"
511891,一汽-大众,宝来,2020款 280TSI DSG 豪华型,一汽大众宝来发动机燃油管爆裂望厂家解决,"A12,H168,",2020-08-21,用户评分,"漏油,部件开裂,"
511889,东风标致,标致408,2019款 350THP 自动 豪华版 国V,东风标致408发动机冷启动异响 轮毂氧化,"A9,H243,",2020-08-21,处理反馈,"异响,轮毂问题,"
511888,奔驰（进口）,奔驰M级,2010款 ML 300 3.0 AT 4MATIC,进口奔驰M级ABS传感器故障自动刹车,"E74,",2020-08-21,信息审核,"ABS故障,"
511887,BEIJING汽车,BEIJING-EU5,2020款 京彩款 R500 智风版,BEIJING-EU5经销商承诺补贴无法兑现,"L313,",2020-08-21,处理反馈,"销售承诺不兑现,"
511886,BEIJING汽车,绅宝X35,2016款 1.5L 手动 豪华版,北汽绅宝X35座椅生锈 行李架掉漆 后备箱响,"H79,H101,H146,H81,H15,H155,",2020-08-21,处理反馈,"车身生锈,空调问题,电瓶故障,漆面起泡开裂,车身异响,车载互联故障,"
511884,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾显示变速箱处于紧急运行模式,"B96,",2020-08-21,处理反馈,"故障灯亮,"
511883,广汽本田,雅阁,2018款 2.0L 锐领版 锐·混动 国V,广汽本田雅阁转向卡滞沉重 米其林轮胎爆胎,"D80,D156,F130,",2020-08-21,处理反馈,"抖动,打方向沉重,爆胎,"
511881,上汽斯柯达,昊锐,2009款 1.8TSI 自动 尊雅版,斯柯达昊锐车内异味希望厂家解决处理,"H185,",2020-08-21,处理反馈,"车内异味,"
511880,众泰汽车,众泰Z500,2015款 1.5T 手动 尊贵型,众泰Z500质保期内出现的质量问题不予索赔,"I297,",2020-08-21,处理反馈,"不予索赔,"
511875,北京现代,途胜,2015款 2.0L   自动 两驱 智能型,北京现代途胜发动机抖动变速箱顿挫严重,"A24,B19,I295,",2020-08-20,信息审核,"抖动,顿挫,不解决问题,"
511873,北京奔驰,奔驰GLA,2018款 200 动感型,北京奔驰GLA轮胎吃胎偏磨4S拒绝处理,"G245,I295,",2020-08-20,信息审核,"吃胎偏磨,不解决问题,"
511864,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 舒适版 国V,一汽丰田RAV4荣放车门生锈漆面开裂,"H79,H81,H168,",2020-08-20,信息审核,"车身生锈,漆面起泡开裂,部件开裂,"
511859,华晨中华,中华V6,2018款 1.5T 手动 豪华型,中华V6中控屏不亮空调无法使用4S店无配件,"H134,I295,N320,",2020-08-20,信息审核,"影音系统故障,不解决问题,未按时到货,"
511857,DS汽车,DS5,2014款 1.6T 豪华版THP160,DS DS5节温器不能正常打开要求厂家解决,"A191,I297,Q322,",2020-08-20,信息审核,"冷却系统故障,不予索赔,疑似设计缺陷,"
511854,东风本田,本田CR-V,2017款 240TURBO 自动 四驱 豪华版,东风本田CR-V车辆上坡行驶时不加油溜车,"E74,",2020-08-20,信息审核,"ABS故障,"
511850,华晨宝马,宝马5系,2020款 530Li 领先型 豪华套装,华晨宝马5系新车引擎盖漆面有伤要求解决,"H81,I295,",2020-08-20,信息审核,"漆面起泡开裂,不解决问题,"
511849,一汽-大众,速腾,2014款 1.4TSI 自动 豪华型 改款,一汽大众速腾车内异味严重要求厂家解决,"H185,",2020-08-20,处理反馈,"车内异味,"
511846,一汽丰田,卡罗拉,2019款 双擎 1.8L E-CVT GL-i精英版,一汽丰田卡罗拉4S店销售车型与约定不符,"I293,M280,",2020-08-20,信息审核,"态度蛮横,低配当高配卖,"
511844,奇瑞汽车,瑞虎5,2016款 1.5T 手动 舒适版,奇瑞瑞虎5发动机故障灯报警4S店不予解决,"A34,A44,",2020-08-20,用户评分,"故障灯亮,无法启动,"
511829,一汽-大众奥迪,奥迪Q5,2017款 Plus 40 TFSI 技术型,一汽大众奥迪Q5发动机异响缸盖处漏油,"A9,A12,",2020-08-20,信息审核,"异响,漏油,"
511828,上汽大众,帕萨特新能源,2019款 430PHEV 混动 精英版,上汽大众帕萨特新能源4S店不退完整订金,"K309,",2020-08-20,信息审核,"定（订）金纠纷,"
511826,东风日产,骐达TIIDA,2021款 1.6L CVT 智行版,东风日产骐达车辆停放车库放5天电瓶亏电,"H146,",2020-08-20,处理反馈,"电瓶故障,"
511822,广汽本田,飞度,2014款 1.5 CVT EX精英型,广汽本田飞度冷车启动时异响希望尽快处理,"A9,",2020-08-20,处理反馈,"异响,"
511819,东风日产,骐达TIIDA,2021款 1.6L CVT 智行版,日产骐达熄火后行车记录仪开启造成电瓶亏电,"H134,",2020-08-20,用户评分,"影音系统故障,"
511816,江铃汽车,凯运,2011款 2.8 栏板共轨 单排,江铃凯运踩刹车跑偏4S店无法解决,"G117,",2020-08-20,信息审核,"跑偏,"
511810,东风标致,标致207,2011款 1.4 手动 驭乐版 三厢,东风标致207后桥变形右后轮磨擦内衬,"G83,",2020-08-20,信息审核,"后桥塌陷,"
511783,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 舒适型 三厢,长安马自达昂克赛拉变速箱异响希望厂家处理,"B33,",2020-08-20,处理反馈,"异响,"
511781,上汽斯柯达,柯珞克,2020款 TSI280 智行豪华版 国VI,斯柯达柯珞克发动机烧机油变速箱异响,"A63,B33,",2020-08-20,信息审核,"烧机油,异响,"
511777,奇瑞汽车,艾瑞泽5,2016款 1.5L 手动 领潮版,奇瑞艾瑞泽5右前大灯LOGO脱落希望厂家处理,"H179,",2020-08-20,用户评分,"车身装饰脱落,"
511775,福田汽车,祥菱M,2018款 1.5L M2非承载 双排 后双胎(载货)DAM15L,福田祥菱M刹车变硬ABS故障灯亮怠速不稳,"A35,E74,E333,",2020-08-20,信息审核,"怠速不稳,ABS故障,刹车变硬,"
511774,广汽丰田,汉兰达,2017款 2.0T 四驱 炫黑限量版,广汽丰田汉兰达喷油嘴故障希望厂家处理,"A53,",2020-08-20,信息审核,"喷油嘴故障,"
511773,一汽-大众,T-ROC探歌,2020款 280TSI DSG 两驱 舒适型,一汽大众探歌前轮韩泰轮胎老化开裂,"F100,",2020-08-20,处理反馈,"开裂,"
511769,长城汽车,哈弗F5,2018款 1.5T i潮版,哈弗F5变速箱换挡顿挫车机频繁重启,"B19,H134,",2020-08-20,处理反馈,"顿挫,影音系统故障,"
511763,长城汽车,长城M2,2012款 1.5 手动 两驱 都市版,长城M2购车活动与宣传不符要求处理,"M279,",2020-08-20,处理反馈,"与宣传不符,"
511762,北京奔驰,奔驰A级,2020款 A 200 L 运动轿车,北京奔驰A级天窗遮阳帘马达故障无法关闭,"H192,",2020-08-20,信息审核,"天窗开关异常,"
511759,上汽大众,凌渡,2019款 230TSI DSG 风尚版 国VI,上汽大众凌渡车内异味严重希望解决,"H185,",2020-08-20,信息审核,"车内异味,"
511758,上汽斯柯达,明锐,2018款 TSI280 DSG 豪华版,斯柯达明锐发动机无法启动维修未解决问题,"A44,",2020-08-20,处理反馈,"无法启动,"
511757,东风本田,杰德,2016款 1.8L 自动 舒适版 5座,东风本田杰德仪表盘右侧屏幕黑屏乱码,"H202,",2020-08-20,信息审核,"仪表故障,"
511752,上汽斯柯达,柯迪亚克,2017款 TSI330 两驱 豪华版 7座,斯柯达柯迪亚克变速箱机电单元故障,"B115,",2020-08-20,信息审核,"电脑板故障,"
511750,标致摩托,vivacity125,标致牌QP125T-8F,标致摩托vivacity125发动机烧机油,"A63,",2020-08-20,信息审核,"烧机油,"
511749,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸一键启动故障无法使用,"H263,",2020-08-20,处理反馈,"发动机启停系统故障,"
511747,上汽大众,途岳,2019款 280TSI 两驱 豪华版 国V,上汽大众途岳发动机故障灯亮希望厂家处理,"A34,",2020-08-20,处理反馈,"故障灯亮,"
511742,上汽斯柯达,昊锐,2009款 1.8TSI 自动 贵雅版,斯柯达昊锐车门内把手出现破损现象,"H157,",2020-08-20,处理反馈,"部件异常磨损,"
511741,长城汽车,哈弗H2,2017款 1.5T 手动 两驱舒适型 红标,哈弗H2转向异响严重希望尽快处理,"D59,",2020-08-20,处理反馈,"异响,"
511736,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控屏开裂希望厂家处理,"H134,H168,",2020-08-20,处理反馈,"影音系统故障,部件开裂,"
511734,上汽集团,锐腾,2016款 1.5TGI TST 豪华版,上汽名爵锐腾转向异响更换顶胶后方向盘不正,"D59,D154,J300,",2020-08-20,处理反馈,"异响,方向盘不正,修出新问题,"
511730,一汽丰田,亚洲龙,2019款 双擎 2.5L 豪华版 国Ⅵ,一汽丰田亚洲龙普利司通轮胎鼓包漏气,"F39,F41,",2020-08-20,信息审核,"鼓包,胎压偏低,"
511725,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜召回后动力不足油耗较高,"O348,",2020-08-20,信息审核,"系统升级问题,"
511721,上汽大众,凌渡,2017款 230TSI DSG 风尚版,上汽大众凌渡仪表盘指针不自检无法修复,"H202,",2020-08-20,用户评分,"仪表故障,"
511719,北京现代,领动,2018款 1.4T 双离合 炫动·活力型,北京现代领动变速箱异响 方向盘卡滞,"A9,B33,D123,",2020-08-20,信息审核,"异响,异响,卡滞,"
511718,东风日产,天籁,2013款 2.0L XL 舒适版,东风日产天籁变速箱阀体故障希望处理,"B84,",2020-08-20,处理反馈,"滑阀箱故障,"
511716,长城汽车,哈弗F5,2018款 1.5T i潮版,哈弗F5换挡顿挫 360影像模糊不清,"B19,H134,",2020-08-20,处理反馈,"顿挫,影音系统故障,"
511711,上汽大众,途观L,2017款 330TSI 两驱 旗舰版,上汽大众途观L变速箱机电控制单元故障,"B115,",2020-08-20,处理反馈,"电脑板故障,"
511709,吉利汽车,远景S1,2018款 1.5L CVT 锋享型,吉利远景S1怠速开空调刹车变硬踩不动,"E333,",2020-08-20,用户评分,"刹车变硬,"
511702,之诺,豪曼H3,4.2米高栏,重汽豪曼H3发动机抖动 前轮吃胎,"A9,G245,",2020-08-20,信息审核,"异响,吃胎偏磨,"
511701,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸仪表盘外壳有开裂的现象,"H168,H202,",2020-08-20,处理反馈,"部件开裂,仪表故障,"
511698,华晨宝马,宝马3系,2020款 320Li M运动套装,华晨宝马3系车内有异响 韩泰轮胎开裂,"F100,H164,",2020-08-20,信息审核,"开裂,车内异响,"
511696,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳大灯透镜发白影响夜间照明,"H82,",2020-08-20,处理反馈,"车灯不亮,"
511691,吉利汽车,帝豪GS,2016款 1.3T 自动 臻尚型 运动版,吉利帝豪GS日行灯发黄影响正常照明,"H82,",2020-08-20,处理反馈,"车灯不亮,"
511688,福田汽车,图雅诺,2019款 2.5T E 短轴5/6座4J25TC3,福田图雅诺刹车失灵 发动机损坏,"A45,E29,",2020-08-20,信息审核,"正时链条及齿轮故障,刹车失灵,"
511687,奇瑞汽车,艾瑞泽5,2018款 1.5L CVT 致敬青春版,奇瑞艾瑞泽5车身底盘和转向柱生锈严重,"H79,",2020-08-20,处理反馈,"车身生锈,"
511685,一汽-大众,CC,2020款 330TSI 魅颜版 国VI,一汽大众CC颠簸路段行驶时天窗异响,"H89,N318,",2020-08-20,处理反馈,"天窗异响,无零配件,"
511684,奇瑞汽车,捷途X90,2019款 1.6T DCT 智旅版 7座 国VI,捷途X90发动机异响希望尽快处理,"A9,B33,",2020-08-20,用户评分,"异响,异响,"
511682,东南汽车,东南DX7,2015款 1.5T  自动 尊贵型,东南DX7车门底部和车身出现生锈的现象,"H79,",2020-08-20,厂家受理,"车身生锈,"
511680,一汽-大众,宝来,2018款 1.5L 手动 时尚型,一汽大众宝来换挡杆饰板开裂4S店不给保修,"H168,I297,",2020-08-20,用户评分,"部件开裂,不予索赔,"
511675,南京依维柯,依维柯褒迪,2016款 3.0T-A42 手动 尊享版高顶F1C,南京依维柯褒迪车顶左右两侧漆面开裂,"H81,",2020-08-20,信息审核,"漆面起泡开裂,"
511673,东风标致,标致408,2014款 1.6T 自动 至尊版,东风标致408后桥异响存在金属撞击声	,"G158,",2020-08-20,信息审核,"前后桥异响,"
511667,华晨宝马,宝马X3,2020款 xDrive28i M运动套装,华晨宝马X3远程系统升级功能缺失,"M279,",2020-08-20,信息审核,"与宣传不符,"
511666,北京奔驰,奔驰A级,2019款 改款 A 180 L 运动轿车,北京奔驰A级出现事故主驾驶气囊未弹出,"H55,",2020-08-20,信息审核,"气囊未弹开,"
511661,星途,星途TX,2019款 TXL 1.6T 两驱 钻石版,星途TX发动机自动启停功能频繁故障,"H263,",2020-08-20,信息审核,"发动机启停系统故障,"
511658,广汽本田,冠道,2017款 240TURBO CVT 两驱 舒享版,广汽本田冠道车门密封条老化开裂严重,"H48,",2020-08-20,处理反馈,"密封条损坏,"
511657,长城汽车,哈弗H2,2018款 1.5T 双离合 两驱 精英型 红标,哈弗H2电瓶亏电自动驻车故障报警厂家未处理,"H146,H170,I294,",2020-08-20,用户评分,"电瓶故障,行车安全辅助系统故障,厂家不回复,"
511640,东风小康,东风小康EC36,2018款 标准型 骆驼电池,东风小康EC36高压包保险损坏无法充电,"H340,",2020-08-20,处理反馈,"充电故障,"
511637,上汽斯柯达,明锐,2015款 1.6L 自动 逸杰版,斯柯达明锐变速箱故障灯报警要求厂家召回,"B96,Q290,",2020-08-20,处理反馈,"故障灯亮,厂家不召回,"
511631,北京现代,领动,2019款 1.4T 双离合 炫动·活力型,北京现代领动车灯灯泡损坏 售后不予保修,"H82,I297,",2020-08-20,信息审核,"车灯不亮,不予索赔,"
511623,广汽丰田,丰田C-HR,2018款 2.0L 领先天窗版 国VI,广汽丰田C-HR车身变色车漆厚度不一致,"H201,",2020-08-20,处理反馈,"车身有色差,"
511618,广汽丰田,雷凌,2017款 185T CVT 精英版 国V 改款,广汽丰田雷凌减震器多次漏油要求厂家解决,"G25,",2020-08-20,用户评分,"减震器漏油,"
511614,长安汽车,奔奔mini-e,2017款 标准型,长安奔奔mini-e充电过程中会自动断电	,"H340,",2020-08-20,厂家受理,"充电故障,"
511611,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸自购车起车内一直存在异味,"H185,",2020-08-20,处理反馈,"车内异味,"
511610,东风日产,骐达TIIDA,2020款 1.6L CVT 智行版,东风日产骐达TIIDA天窗 后备箱 车门异响,"H72,H15,H89,J301,",2020-08-20,处理反馈,"门窗异响,车身异响,天窗异响,查不出原因,"
511599,东风雷诺,科雷嘉,2017款 2.0L CVT 两驱 领先版,东风雷诺科雷嘉仪表盘裂开4S店拒绝更换,"H168,",2020-08-20,信息审核,"部件开裂,"
511598,星途,星途TX,2019款 TXL 1.6T 两驱 铂金版,星途TX赠送保养不兑现 违规收取续保押金,"K307,L314,",2020-08-20,信息审核,"变相收费,服务承诺不兑现,"
511597,一汽奔腾,奔腾T77,2020款 PRO 280 TID 自动 豪华型,一汽奔腾T77发动机异响变速箱无法加速,"A9,B334,",2020-08-20,处理反馈,"异响,无法加速,"
511593,上汽大众,桑塔纳,2019款 1.5L 手动 风尚版 国VI,上汽大众桑塔纳4S店销售维修过的问题车,"M284,",2020-08-20,处理反馈,"出售问题车,"
511588,华晨宝马,宝马3系,2012款 320i 2.0 自动 豪华型,华晨宝马3系行驶过程中转向助力突然失效,"D156,",2020-08-20,信息审核,"打方向沉重,"
511587,一汽吉林,森雅R9,2018款 1.2T 自动 豪华智尚型,一汽吉林森雅R9大灯进水厂家一直不发配件,"H88,N318,",2020-08-20,信息审核,"车灯进水,无零配件,"
511585,华晨宝马,宝马5系,2020款 530Li 尊享型 M运动套装,华晨宝马5系车辆无法行驶系统死机,"H110,I295,",2020-08-20,信息审核,"电路故障,不解决问题,"
511583,东风标致,标致508,2011款 2.3 自动 豪华版,东风标致508后视镜失灵 空调噪音大,"H101,",2020-08-20,用户评分,"空调问题,"
511575,长城汽车,哈弗H5,2018款 2.0T 手动 四驱 尊贵型 经典版 柴油,哈弗H5发动机频繁自洁机油液位超过上限,"A339,",2020-08-20,处理反馈,"机油增多,"
511570,一汽-大众,速腾,2018款 280TSI 双离合 舒适型,一汽大众速腾离合器飞轮生锈4S店拒绝索赔,"H79,I297,",2020-08-20,用户评分,"车身生锈,不予索赔,"
511569,东风日产,逍客,2017款 2.0L CVT 智享版 国V,东风日产逍客变速箱漏油更换配件未解决,"B22,",2020-08-20,处理反馈,"漏油,"
511567,华晨雷诺,金杯海狮,2020款 2.0L 经典 商务型 标准顶 国VI 1TZS,金杯海狮发动机漏油空调冷凝器风扇失效,"A12,H101,N320,",2020-08-20,信息审核,"漏油,空调问题,未按时到货,"
511561,上汽集团,锐腾,2015款 2.0TGI TST 豪华版,上汽名爵锐腾行驶中变速箱脱挡失去动力,"B246,",2020-08-20,处理反馈,"脱挡,"
511551,一汽大众,捷达VS5,2019款 280TSI 手动 悦享型,捷达VS5怠速运转时发动机有抖动的现象,"A35,",2020-08-20,处理反馈,"怠速不稳,"
511546,长城汽车,WEY VV5,2017款 VV5 超豪型,WEY VV5反光镜折叠时异响厂家不予保修,"H211,I297,",2020-08-20,处理反馈,"后视镜故障,不予索赔,"
511545,一汽大众,捷达VS7,2020款 1.4T 自动 荣耀型,捷达VS7后备箱密封条有裂纹 希望厂家处理,"H48,",2020-08-20,处理反馈,"密封条损坏,"
511539,一汽-大众,速腾,2017款 1.6L 自动 舒适型,一汽大众速腾轮速传感器故障要求厂家召回,"H234,",2020-08-20,用户评分,"传感器故障,"
511537,上汽大众,途观L,2017款 330TSI 两驱 旗舰版,上汽大众途观L变速箱机电控制单元故障,"B84,",2020-08-20,处理反馈,"滑阀箱故障,"
511532,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳前大灯亮度不足影响行车安全,"H82,",2020-08-20,处理反馈,"车灯不亮,"
511527,上汽斯柯达,明锐,2018款 TSI230 DSG 豪华版,斯柯达明锐变速箱异响顿挫严重 天窗异响,"B33,B19,H89,",2020-08-20,处理反馈,"异响,顿挫,天窗异响,"
511523,上汽斯柯达,速派,2013款 1.4T DSG 绅仕版,斯柯达速派多个故障灯同时报警希望处理,"D291,E74,H170,H203,",2020-08-20,处理反馈,"故障灯亮,ABS故障,行车安全辅助系统故障,胎压监测故障,"
511520,广汽本田,锋范,2015款 1.5L 手动 进取版,广汽本田锋范冷车启动发动机异响希望解决,"A9,",2020-08-20,处理反馈,"异响,"
511519,猎豹汽车,Mattu,2018款 1.6T GDI DCT 精英型,猎豹Mattu发动机故障灯报警动力消失,"A34,A255,",2020-08-20,信息审核,"故障灯亮,动力消失,"
511517,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408空调压缩机故障希望处理,"H101,",2020-08-20,处理反馈,"空调问题,"
511515,东风本田,哥瑞,2016款 1.5L CVT 风尚版,东风本田哥瑞启动时发动机异响严重,"A9,",2020-08-20,信息审核,"异响,"
511513,广汽三菱,欧蓝德,2019款 2.0L 两驱 畅享版 5座 国V,广汽三菱欧蓝德变速箱顿挫 天窗漏水,"B19,H90,",2020-08-20,厂家受理,"顿挫,天窗漏水,"
511510,华晨宝马,宝马3系,2020款 改款 325Li xDrive M运动套装,华晨宝马3系发动机漏防冻液中控黑屏重启,"A37,H134,",2020-08-20,信息审核,"漏防冻液,影音系统故障,"
511507,华晨宝马,宝马3系,2020款 320Li M运动套装,华晨宝马3系发动机漏防冻液要求厂家解决,"A37,",2020-08-20,厂家受理,"漏防冻液,"
511498,广汽丰田,雷凌,2019款 双擎 1.8H E-CVT 豪华版 国VI,广汽丰田雷凌USB提示拔出蓝牙音乐卡顿,"H155,H110,I295,I293,I281,",2020-08-20,用户评分,"车载互联故障,电路故障,不解决问题,态度蛮横,互相推诿,"
511497,众泰汽车,众泰T300,2017款 1.5L 手动 尊享型,众泰T300发动机缺缸 没有售后维修点,"A34,A163,",2020-08-20,厂家受理,"故障灯亮,功率不足,"
511496,北京现代,悦动,2011款 1.6L 手动 GL 舒适型,北京现代悦动气囊无碰撞弹开导致人员受伤,"H103,H118,",2020-08-20,信息审核,"气囊故障,安全带故障,"
511494,一汽-大众,高尔夫,2017款 230TSI 自动 舒适百万辆纪念版,一汽大众高尔夫车身抖动启动时异响,"A9,A24,B33,",2020-08-20,处理反馈,"异响,抖动,异响,"
511491,上汽大众,途观L,2017款 330TSI 两驱 豪华版,上汽大众途观L左后轮吃胎天窗漏水,"A174,G245,H90,",2020-08-20,处理反馈,"油门故障,吃胎偏磨,天窗漏水,"
511490,东风日产,骐达TIIDA,2021款 1.6L CVT 智行版,东风日产骐达TIIDA电瓶没电导致无法启动,"H146,",2020-08-20,处理反馈,"电瓶故障,"
511483,沃尔沃（进口）,沃尔沃XC90新能源,2020款 E驱混动 T8 智尊豪华版 7座,沃尔沃XC90新能源无法切换电机 发动机报警,"A34,A341,H113,",2020-08-20,信息审核,"故障灯亮,电动机故障,玻璃开裂,"
511482,一汽丰田,亚洲龙,2019款 2.0L XLE 尊享版 国VI,一汽丰田亚洲龙行驶过程中发动机熄火,"A14,",2020-08-20,信息审核,"熄火,"
511481,广汽丰田,凯美瑞,2018款 2.0G 自动 豪华版,广汽丰田凯美瑞预碰撞故障 燃油泵故障,"A34,H170,H78,",2020-08-20,处理反馈,"故障灯亮,行车安全辅助系统故障,汽油泵故障,"
511473,广汽丰田,凯美瑞,2019款 双擎 2.5HG 豪华版 国VI,广汽丰田凯美瑞车身B柱异响希望厂家处理,"H15,H209,",2020-08-20,处理反馈,"车身异响,车身不平整,"
511470,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳车灯透镜发白照射效果极差,"H82,I295,",2020-08-20,处理反馈,"车灯不亮,不解决问题,"
511469,上汽斯柯达,明锐,2017款 1.6L 自动 创行版,斯柯达明锐仪表盘频繁的提示变速箱故障,"B96,",2020-08-20,处理反馈,"故障灯亮,"
511462,上汽斯柯达,昊锐,2009款 1.8TSI 自动 贵雅版,斯柯达昊锐车内异味严重无法正常使用,"H185,",2020-08-20,处理反馈,"车内异味,"
511460,上汽斯柯达,明锐,2015款 1.6L 自动 逸俊版,斯柯达明锐车内异味希望厂家处理问题,"H185,",2020-08-20,处理反馈,"车内异味,"
511452,一汽-大众,速腾,2017款 230TSI 自动 舒适型,一汽大众速腾开空调时压缩机异响,"H101,",2020-08-20,处理反馈,"空调问题,"
511450,长安马自达,马自达CX-5,2017款 2.5L 自动 四驱 旗舰型 国V,长安马自达CX-5中控异响四门铰链生锈严重,"H79,H93,H202,",2020-08-20,处理反馈,"车身生锈,中控台异响,仪表故障,"
511442,宝沃汽车,宝沃BX5,2020款 20TGDI 自动 两驱先锋型,宝沃BX5行驶中下坡变速箱脱挡要求解决,"B246,",2020-08-20,用户评分,"脱挡,"
511441,吉利汽车,博瑞,2018款 MHEV 耀智版,吉利博瑞行驶中仪表台异响 希望厂家解决,"H93,J298,",2020-08-20,处理反馈,"中控台异响,多次返修,"
511439,上汽大众,凌渡,2019款 280TSI DSG 豪华版 国V,上汽大众凌渡车窗镀铬条氧化严重,"H81,",2020-08-20,处理反馈,"漆面起泡开裂,"
511431,BEIJING汽车,绅宝D50,2016款 1.5L 手动 精英版,北汽绅宝D50安全气囊故障灯亮要求厂家处理,"H103,",2020-08-20,用户评分,"气囊故障,"
511427,江淮汽车,江淮iEV,2014款 纯电动 iEV4,江淮iEV4充电机出现故障希望厂家质保,"H340,",2020-08-20,处理反馈,"充电故障,"
511426,华晨宝马,宝马3系,2019款 320Li 时尚型,华晨宝马3系后视镜异响多次处理后未解决,"H211,J298,",2020-08-20,信息审核,"后视镜故障,多次返修,"
511422,长城汽车,哈弗H6 Coupe,2016款 1.5T 自动 两驱都市型,哈弗H6 Coupe备胎槽积水导致功放失灵,"H109,",2020-08-20,处理反馈,"车身漏水,"
511420,上汽集团,锐腾,2017款 20T 自动 尊享版,上汽名爵锐腾气囊故障灯亮变速箱异响,"A34,B33,H134,H103,",2020-08-20,处理反馈,"故障灯亮,异响,影音系统故障,气囊故障,"
511418,奇瑞新能源,瑞虎3xe,2018款 480 畅行版,奇瑞瑞虎3xe空调不制冷方向盘抱死后轮异响,"D123,G125,H101,H72,",2020-08-20,厂家受理,"卡滞,车轮异响,空调问题,门窗异响,"
511415,东风日产,楼兰,2015款 2.5L 两驱 智享版 XL NAVI,东风日产楼兰变速箱故障行驶中动力消失,"B334,",2020-08-20,处理反馈,"无法加速,"
511406,一汽-大众奥迪,奥迪A3,2018款 Sportback 1.4T 时尚型 30周年年型,一汽大众奥迪A3右侧后备箱尾灯内部开裂,"H220,",2020-08-20,信息审核,"灯罩裂纹或变形,"
511402,一汽红旗,红旗HS5,2019款 2.0T 智联旗享四驱版,一汽红旗HS5仪表显示油量存在问题,"H234,",2020-08-20,信息审核,"传感器故障,"
